Series,Issue,Full Title,Variant Description,Publisher,Release Date,Format,Added Date,Creators
"Wolverine, Vol. 1",2,Debts And Obligations,,Marvel Comics,29-Jun-82,Comic,23-Feb-14,Chris Claremont | Frank Miller | Joe Rubinstein
"Wolverine, Vol. 1",3,Loss,,Marvel Comics,3-Aug-82,Comic,23-Feb-14,Chris Claremont | Frank Miller | Joe Rubinstein
"Wolverine, Vol. 1",4,Honor,,Marvel Comics,31-Aug-82,Comic,23-Feb-14,Chris Claremont | Frank Miller | Joe Rubinstein
"Wolverine, Vol. 2",1,Sword Quest,,Marvel Comics,12-Jul-88,Comic,23-Feb-14,Chris Claremont | John Buscema | Al Williamson
"Wolverine, Vol. 2",16,"The Gehenna Stone Affair, Part 6: Electric Warriors",,Marvel Comics,25-Jul-89,Comic,23-Feb-14,John Buscema | Bill Sienkiewicz
"Wolverine, Vol. 2",17,Basics,,Marvel Comics,8-Aug-89,Comic,23-Feb-14,Archie Goodwin | John Byrne | Klaus Janson
"Wolverine, Vol. 2",18,All At Sea,,Marvel Comics,12-Sep-89,Comic,23-Feb-14,Archie Goodwin | John Byrne | Klaus Janson
"Wolverine, Vol. 2",20,Acts of Vengeance - Miracles,,Marvel Comics,14-Nov-89,Comic,23-Feb-14,Archie Goodwin | John Byrne | Klaus Janson
"Wolverine, Vol. 2",24,Snow Blind,,Marvel Comics,13-Mar-90,Comic,23-Feb-14,Peter David | Gene Colan
"Wolverine, Vol. 2",29,"The Lazarus Project, Part 3",,Marvel Comics,26-Jun-90,Comic,23-Feb-14,Mary Jo Duffy | Barry Kitson | Al Milgrom
"Wolverine, Vol. 2",30,"The Lazarus Project, Part 4: Family Matters",,Marvel Comics,10-Jul-90,Comic,23-Feb-14,Mary Jo Duffy | Bill Jaaska | Joe Rubinstein
"Wolverine, Vol. 2",43,Under The Skin,,Marvel Comics,11-Jun-91,Comic,23-Feb-14,Larry Hama | Marc Silvestri | Dan Green
"Wolverine, Vol. 2",45,Claws Over Times Square,,Marvel Comics,9-Jul-91,Comic,23-Feb-14,Larry Hama | Marc Silvestri | Dan Green
"Wolverine, Vol. 2",46,Home Is The Hunter...,,Marvel Comics,23-Jul-91,Comic,23-Feb-14,Larry Hama | Marc Silvestri | Dan Green
"Wolverine, Vol. 2",47,Dog Day,,Marvel Comics,13-Aug-91,Comic,23-Feb-14,Larry Hama | Jerry DeCaire | Don Hudson
"Wolverine, Vol. 2",48,"Dreams Of Gore, Phase One",,Marvel Comics,10-Sep-91,Comic,23-Feb-14,Larry Hama | Marc Silvestri | Dan Green
"Wolverine, Vol. 2",49,"Dreams Of Gore, Phase Two",,Marvel Comics,8-Oct-91,Comic,23-Feb-14,Larry Hama | Marc Silvestri | Hilary Barta
"Wolverine, Vol. 2",50,"Dreams Of Gore, Phase Three",Die-Cut Comic,Marvel Comics,12-Nov-91,Comic,23-Feb-14,Larry Hama | Marc Silvestri | Hilary Barta
"Wolverine, Vol. 2",73,The Formicary Mound!,,Marvel Comics,13-Jul-93,Comic,23-Feb-14,Larry Hama | Dwayne Turner | Joe Rubinstein
"Wolverine, Vol. 2",75,Fatal Attractions - Part 5: Nightmares Persist,Green Hologram Edition,Marvel Comics,14-Sep-93,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Pennington
"Wolverine, Vol. 2",76,Northern Dreams,,Marvel Comics,12-Oct-93,Comic,23-Feb-14,Larry Hama | Tomm Coker | Al Milgrom
"Wolverine, Vol. 2",77A,The Lady Strikes,,Marvel Comics,9-Nov-93,Comic,23-Feb-14,Larry Hama | Adam Kubert | Tony S. Daniel
"Wolverine, Vol. 2",78,Deathstalk: A Test Of Mettle,,Marvel Comics,Feb-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Farmer
"Wolverine, Vol. 2",79,Cyber! Cyber! Burning Bright,,Marvel Comics,11-Jan-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Farmer
"Wolverine, Vol. 2",80,In The Forest Of The Night,,Marvel Comics,8-Feb-94,Comic,23-Feb-14,Ian Churchill | Al Milgrom
"Wolverine, Vol. 2",81,Storm Warning!,,Marvel Comics,8-Mar-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Farmer
"Wolverine, Vol. 2",82,Omnia Mutantur (Everything Changes),,Marvel Comics,12-Apr-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Joe Kubert
"Wolverine, Vol. 2",83,Cold Comfort,,Marvel Comics,10-May-94,Comic,23-Feb-14,John Nadeau | Keith Champagne | Bud LaRosa
"Wolverine, Vol. 2",84,Things That Go Bump In The Night!,,Marvel Comics,14-Jun-94,Comic,23-Feb-14,Larry Hama | Al Milgrom | Jack Younger
"Wolverine, Vol. 2",85A,Phalanx Covenant: Final Sanction - Part 1: Full Shred Thrash,Deluxe Edition Foil Enhanced Cover,Marvel Comics,12-Jul-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Farmer
"Wolverine, Vol. 2",86,Claws Along The Mohawk,,Marvel Comics,9-Aug-94,Comic,23-Feb-14,Larry Hama | Ron Garney | Bud LaRosa
"Wolverine, Vol. 2",87,Showdown In Lowtown,,Marvel Comics,13-Sep-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Farmer
"Wolverine, Vol. 2",88,It's D-D-Deadpool Folks!,,Marvel Comics,11-Oct-94,Comic,23-Feb-14,Larry Hama | Fabio Laguna | Adam Kubert
"Wolverine, Vol. 2",89,The Mask Of Ogun,,Marvel Comics,8-Nov-94,Comic,23-Feb-14,Larry Hama | Fabio Laguna | Joe Rubinstein
"Wolverine, Vol. 2",90,The Dying Game,Regular - Direct Edition - Deluxe,Marvel Comics,13-Dec-94,Comic,23-Feb-14,Larry Hama | Adam Kubert | Mark Farmer
"Wolverine, Vol. 2",91,"Path Of Stones, Wood Of Thorns",,Marvel Comics,30-May-95,Comic,23-Feb-14,Larry Hama | Duncan Rouleau | Joe Rubinstein
"Wolverine, Vol. 2",92,A Northern Exposure,,Marvel Comics,4-Jul-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Wolverine, Vol. 2",93,Tavern In The Town,,Marvel Comics,1-Aug-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Matt Ryan
"Wolverine, Vol. 2",94,The Lurker In The Machine,,Marvel Comics,29-Aug-95,Comic,23-Feb-14,Larry Hama | Chris Alexander | Mike Sellers
"Wolverine, Vol. 2",95,Manhattan Rhapsody,,Marvel Comics,26-Sep-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Matt Ryan
"Wolverine, Vol. 2",96,Campfire Tales,,Marvel Comics,24-Oct-95,Comic,23-Feb-14,Larry Hama | Luciano Lima | Adam Kubert
"Wolverine, Vol. 2",97,...Bump In The Night,,Marvel Comics,28-Nov-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Wolverine, Vol. 2",98,Fade To Black,,Marvel Comics,26-Dec-95,Comic,23-Feb-14,Larry Hama | Ramon Bernado | Rags Morales
"Wolverine, Vol. 2",99,Mythic Metal Forged,,Marvel Comics,23-Jan-96,Comic,23-Feb-14,Val Semeiks | Chad Hunt | Dan Green
"Wolverine, Vol. 2",100A,"Furnace Of His Brain, Anvil Of His Heart",Hologram Cover,Marvel Comics,Apr-96,Comic,23-Feb-14,Adam Kubert | Dan Green
"Wolverine, Vol. 2",101,The Helix Of An Age Foretold,,Marvel Comics,May-96,Comic,23-Feb-14,Larry Hama | Val Semeiks | Chad Hunt
"Wolverine, Vol. 2",102,Unspoken Promises,,Marvel Comics,Jun-96,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Wolverine, Vol. 2",103,"Top Of The World, Ma!",,Marvel Comics,Jul-96,Comic,23-Feb-14,Larry Hama | Val Semeiks | Chad Hunt
"Wolverine, Vol. 2",104,Onslaught - The Emperor Of The Realm Of Grief,,Marvel Comics,Aug-96,Comic,23-Feb-14,Larry Hama | Val Semeiks | Chad Hunt
"Wolverine, Vol. 2",105,Onslaught - Faces In The Fire,,Marvel Comics,Sep-96,Comic,23-Feb-14,Larry Hama | Val Semeiks | Chad Hunt
"Wolverine, Vol. 5",1A,"Hunting Season, Part 1",Alan Davis Regular Cover,Marvel Comics,13-Mar-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",2A,"Hunting Season, Part 2",Alan Davis Regular Cover,Marvel Comics,10-Apr-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",3A,"Hunting Season, Part 3",Alan Davis Regular Cover,Marvel Comics,8-May-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",4A,"Hunting Season, Part 4",Alan Davis Regular Cover,Marvel Comics,12-Jun-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",5A,"Drowning Logan, Part One",Alan Davis Regular Cover,Marvel Comics,26-Jun-13,Comic,23-Feb-14,Paul Cornell | Mirco Pierfederici | Karl Kesel
"Wolverine, Vol. 5",6,"Drowning Logan, Part Two",Regular Alan Davis Cover,Marvel Comics,10-Jul-13,Comic,23-Feb-14,"Paul Cornell | Mirco Pierfederici | Thomas Palmer, Sr."
"Wolverine, Vol. 5",7,Mortal,Regular Alan Davis Cover,Marvel Comics,24-Jul-13,Comic,23-Feb-14,Paul Cornell | Mirco Pierfederici | Karl Kesel
"Wolverine, Vol. 5",8A,"Wolverine: Killable, Part One",Regular Alan Davis Cover,Marvel Comics,14-Aug-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",9,"Wolverine: Killable, Part 2",,Marvel Comics,11-Sep-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",11A,"Wolverine: Killable, Part 4",Regular Alan Davis Cover,Marvel Comics,13-Nov-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",12,"Wolverine: Killable, Part 5",,Marvel Comics,11-Dec-13,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 5",13,"Wolverine: Killable, Part 6",,Marvel Comics,8-Jan-14,Comic,23-Feb-14,Paul Cornell | Alan Davis | Mark Farmer
"Wolverine, Vol. 6",1A,"Rogue Logan, Part 1",Regular Ryan Stegman Cover,Marvel Comics,5-Feb-14,Comic,23-Feb-14,Paul Cornell | Ryan Stegman | Mark Morales
"Wolverine, Vol. 6",2A,"Rogue Logan, Part 2 of 4",Regular Ryan Stegman Cover,Marvel Comics,26-Feb-14,Comic,29-Mar-14,Paul Cornell | Ryan Stegman | Mark Morales
"Wolverine, Vol. 6",3A,"Rogue Logan, Part 3",Regular Ryan Stegman Cover,Marvel Comics,12-Mar-14,Comic,29-Mar-14,Paul Cornell | Ryan Stegman | Rags Morales
"Wolverine, Vol. 6",4,"Rogue Logan, Part Four",,Marvel Comics,16-Apr-14,Comic,3-May-14,Paul Cornell | Ryan Stegman | David Baldeón
"Wolverine, Vol. 6",5,,Regular Ryan Stegman Cover,Marvel Comics,30-Apr-14,Comic,6-May-14,Paul Cornell | Gerardo Sandoval
"Wolverine, Vol. 6",6,The Madripoor Job,,Marvel Comics,14-May-14,Comic,16-May-14,Paul Cornell | Gerardo Sandoval
"Wolverine, Vol. 6",7,"The Madripoor Job, Part Two",,Marvel Comics,28-May-14,Comic,12-Jun-14,Paul Cornell | Gerardo Sandoval
"Wolverine, Vol. 6",8A,Three Months to Die - Games of Deceit and Death,Regular Steve McNiven Cover,Marvel Comics,11-Jun-14,Comic,14-Jun-14,Paul Cornell | Kris Anka
"Wolverine, Vol. 6",9A,"Three Months to Die - Games of Deceit and Death, Games Of Deceit And Death",Regular Steve McNiven Cover,Marvel Comics,25-Jun-14,Comic,16-Jul-14,Paul Cornell | Kris Anka
"Wolverine, Vol. 6",10A,"The Last Wolverine Story, Part One: Two Months To Die",Regular Steve McNiven Cover,Marvel Comics,9-Jul-14,Comic,1-Sep-14,Paul Cornell | Pete Woods
"Wolverine, Vol. 7",1A,,Regular Adam Kubert Cover,Marvel Comics,19-Feb-20,Comic,20-Mar-20,Benjamin Percy | Adam Kubert | Viktor Bogdanović
"Wolverine, Vol. 7",2A,Your Own Worst Enemy,Regular Adam Kubert Cover,Marvel Comics,25-Mar-20,Comic,3-Dec-20,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",2H,Your Own Worst Enemy,2nd Printing Adam Kubert Variant Cover,Marvel Comics,9-Sep-20,Comic,4-Dec-20,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",3A,You Didn't See Nothing,Regular Adam Kubert Cover,Marvel Comics,22-Jul-20,Comic,4-Dec-20,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",4A,The Red Tavern,Regular Adam Kubert Cover,Marvel Comics,19-Aug-20,Comic,4-Dec-20,Benjamin Percy | Viktor Bogdanović
"Wolverine, Vol. 7",5A,Bloodclocks,Regular Adam Kubert Cover,Marvel Comics,2-Sep-20,Comic,4-Dec-20,Benjamin Percy | Viktor Bogdanović
"Wolverine, Vol. 7",6A,"X of Swords, Part Three",Regular Adam Kubert Cover,Marvel Comics,7-Oct-20,Comic,3-Dec-20,Benjamin Percy | Viktor Bogdanović
"Wolverine, Vol. 7",7A,"X of Swords - X of Swords, Chapter 16",Regular Adam Kubert Cover,Marvel Comics,11-Nov-20,Comic,3-Dec-20,Gerry Duggan | Benjamin Percy | Jonathan Hickman
"Wolverine, Vol. 7",8A,,,Marvel Comics,30-Dec-20,Comic,2-Jun-21,Benjamin Percy | Adam Kubert | Viktor Bogdanović
"Wolverine, Vol. 7",9A,,Regular Adam Kubert Cover,Marvel Comics,27-Jan-21,Comic,9-Jun-21,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",9B,,Variant RB Silva Marvel vs Alien Cover,Marvel Comics,27-Jan-21,Comic,5-Feb-21,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",10A,,Regular Adam Kubert Cover,Marvel Comics,24-Feb-21,Comic,9-Jun-21,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",11A,,Regular Adam Kubert Cover,Marvel Comics,14-Apr-21,Comic,9-Jun-21,Benjamin Percy | Scot Eaton | J. P. Mayer
"Wolverine, Vol. 7",12A,,,Marvel Comics,19-May-21,Comic,9-Jun-21,Benjamin Percy | Scot Eaton
"Wolverine, Vol. 7",13A,,Regular Adam Kubert Cover,Marvel Comics,23-Jun-21,Comic,26-Jun-21,Benjamin Percy | Scot Eaton | Oren Junior
"Wolverine, Vol. 7",14A,,Regular Adam Kubert Cover,Marvel Comics,28-Jul-21,Comic,1-Aug-21,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",15A,Deceiver,Regular Adam Kubert Cover,Marvel Comics,25-Aug-21,Comic,17-Sep-21,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",16A,,Regular Adam Kubert Cover,Marvel Comics,29-Sep-21,Comic,1-Oct-21,Benjamin Percy | Adam Kubert
"Wolverine, Vol. 7",17A,Message in a Bottle,Regular Adam Kubert Cover,Marvel Comics,27-Oct-21,Comic,3-Nov-21,Benjamin Percy | Lan Medina | Cam Smith
"Wolverine, Vol. 7",18A,Auction of Secrets,Adam Kubert Regular Cover,Marvel Comics,24-Nov-21,Comic,2-Dec-21,Benjamin Percy | Paco Diaz
"Wolverine: Black, White & Blood",3A,,Regular Jorge Fornes Cover,Marvel Comics,10-Feb-21,Comic,14-Jun-21,John Ridley | Donny Cates | Jed Mackay
Wolverine: Exit Wounds,1A,Red Tooth and Claw / Logan /Aftermath,Regular Ryan Stegman Cover,Marvel Comics,26-Jun-19,Comic,25-Jul-19,Larry Hama | Chris Claremont | Sam Kieth
Wolverine: MAX,1A,"Permanent Rage, Chapter One",Jock Regular Cover,Marvel Comics,24-Oct-12,Comic,23-Feb-14,Jason Starr | Roland Boschi | Connor Willumsen
Wolverine: Rahne of Terra,,Rahne Of Terra,,Marvel Comics,Aug-91,Squarebound,23-Feb-14,Peter David | Andy Kubert
Wolverine: The Jungle Adventure,1,The Jungle Adventure,,Marvel Comics,Jan-90,Squarebound,23-Feb-14,Walter Simonson | Mike Mignola | Bob Wiacek
"Women of Marvel, Vol. 2",1A,,Regular Sara Pichelli Cover,Marvel Comics,21-Apr-21,Comic,14-Jun-21,Natasha Alterici | Anne Toole | Sophie Campbell
"Wonder Man, Vol. 2",4,The Big Splice,,Marvel Comics,Dec-91,Comic,23-Feb-14,Gerard Jones | Jeff Johnson | Jan Anton Harps
Wonder Woman and Justice League Dark: The Witching Hour,1A,The Witching Hour - The Witching Hour: Part One,Regular Jesus Merino Cover,DC Comics,3-Oct-18,Comic,19-Jan-19,"James Tynion, IV | Jesús Merino"
"Wonder Woman, Vol. 1",250,Tournament,,DC Comics,Dec-78,Comic,23-Feb-14,Jack C. Harris | Jose Delbo | Joe Giella
"Wonder Woman, Vol. 1",251,The Name Is Wonder Woman!,,DC Comics,Jan-79,Comic,23-Feb-14,Jack C. Harris | Jose Delbo | Vince Colletta
"Wonder Woman, Vol. 1",252,The Empress Of The Silver Snake,,DC Comics,Feb-79,Comic,23-Feb-14,Jack C. Harris | Jose Delbo | Joe Giella
"Wonder Woman, Vol. 2",0,"Zero Hour - The Contest, Part 2: The Blind Eyes Of Time",,DC Comics,16-Aug-94,Comic,23-Feb-14,William Messner-Loebs | Mike Deodato Jr.
"Wonder Woman, Vol. 2",80,It's Never A Good Day To Die,First Printing,DC Comics,Nov-93,Comic,23-Feb-14,William Messner-Loebs | Steve Carr | Deryl Skelton
"Wonder Woman, Vol. 2",101,"Second Genesis, Part 1",,DC Comics,Sep-95,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",102,"Second Genesis, Part 2",,DC Comics,Oct-95,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",103,"Second Genesis, Part 3",,DC Comics,Nov-95,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",104,"Second Genesis, Part 4",,DC Comics,Dec-95,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",105,"Lifelines, Part 1",,DC Comics,Jan-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",106,"Lifelines, Part 2",,DC Comics,Feb-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",107,"Lifelines, Part 3",,DC Comics,Mar-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",108,"Lifelines, Part 4",,DC Comics,Apr-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",109,"Level, 1",,DC Comics,May-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",110,"Level, 2",,DC Comics,Jun-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",111,"Level, 3",,DC Comics,Jul-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",112,Game Over,,DC Comics,Aug-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",113,Are You Out Of Your Minds?!,,DC Comics,Sep-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",114,Nightmare Alley,,DC Comics,Oct-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 2",115,"The Men Who Moved The World, Part 1",,DC Comics,Nov-96,Comic,23-Feb-14,John Byrne
"Wonder Woman, Vol. 3",26A,"Rise of the Olympian, Part One: Plague And Pestilence",Regular Aaron Lopresti Cover,DC Comics,26-Nov-08,Comic,23-Feb-14,Gail Simone | Aaron Lopresti | Matt Ryan
"Wonder Woman, Vol. 4",0A,The Lair Of The Minotaur!,,DC Comics,19-Sep-12,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",1B,The Visitation,2nd Printing Variant Cover,DC Comics,21-Sep-11,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",2,Home,,DC Comics,19-Oct-11,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",3,Clay,,DC Comics,16-Nov-11,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",4,Blood,,DC Comics,21-Dec-11,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",5,Lourdes,Cliff Chiang Regular Cover,DC Comics,18-Jan-12,Comic,23-Feb-14,Brian Azzarello | Tony Akins
"Wonder Woman, Vol. 4",6A,Thrones,,DC Comics,15-Feb-12,Comic,23-Feb-14,Brian Azzarello | Tony Akins | Dan Green
"Wonder Woman, Vol. 4",7A,Il Gangster Dell'amore,,DC Comics,21-Mar-12,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",8A,Casting Shadows,,DC Comics,18-Apr-12,Comic,23-Feb-14,Brian Azzarello | Cliff Chiang
"Wonder Woman, Vol. 4",9A,The Dearly Beloved,Cliff Chiang Regular Cover,DC Comics,16-May-12,Comic,23-Feb-14,Brian Azzarello | Tony Akins | Dan Green
"Wonder Woman, Vol. 4",13A,Sins Of The Father,Cliff Chiang Regular Cover,DC Comics,17-Oct-12,Comic,23-Feb-14,Brian Azzarello | Tony Akins | Dan Green
"Wonder Woman, Vol. 4",23.1A,The Hunt,3D Cover,DC Comics,18-Sep-13,Comic,23-Feb-14,John Ostrander | Victor Ibáñez
"Wonder Woman, Vol. 4",23.2A,First Born,3D Cover,DC Comics,25-Sep-13,Comic,18-May-14,Brian Azzarello | Aco
"Wonder Woman, Vol. 4",32B,,Bombshell Variant Cover,DC Comics,18-Jun-14,Comic,16-Jul-14,Brian Azzarello | Goran Sudzuka
"Wonder Woman, Vol. 4",35B,Untitled,Monsters of the Month Variant Cover,DC Comics,29-Oct-14,Comic,13-Dec-15,Brian Azzarello | Chris Conroy | Cliff Chiang
"Wonder Woman, Vol. 5",56A,"The Witching Hour - The Witching Hour, Part Two",Regular Yasmine Putri Enhanced Foil Cover,DC Comics,10-Oct-18,Comic,19-Jan-19,"James Tynion, IV | Emanuela Lupacchino | Ray McCarthy"
"Wonder Woman, Vol. 5",58A,"The Just War, Part 1",Regular Terry Dodson & Rachel Dodson Cover,DC Comics,14-Nov-18,Comic,19-Jan-19,G. Willow Wilson | Cary Nord | Mick Gray
"Wonder Woman, Vol. 5",774A,"Afterworlds, Part 5",Travis Moore Regular Cover,DC Comics,22-Jun-21,Comic,26-Jun-21,Becky Cloonan | Jordie Bellaire | Michael W. Conrad
Wonder Woman: Black and Gold,1A,,,DC Comics,22-Jun-21,Comic,26-Jun-21,John Arcudi | Becky Cloonan | Amy Reeder
Wonder Woman: Futures End,1A,Old Soldiers,3D Cover,DC Comics,17-Sep-14,Comic,4-Oct-14,Charles Soule | Rags Morales | Matt Banning
Wonder Woman: Rebirth,1A,,Regular Liam Sharp Cover,DC Comics,8-Jun-16,Comic,9-Jun-16,Greg Rucka | Liam Sharp | Matthew Clark
World War Hulk,1E,World War Hulk ,2nd Printing,Marvel Comics,Aug-07,Comic,23-Feb-14,Gregory Pak | John Romita Jr. | Klaus Janson
World War Hulk,2A,World War Hulk ,,Marvel Comics,11-Jul-07,Comic,23-Feb-14,Gregory Pak | John Romita Jr. | Klaus Janson
World War Hulk,3A,World War Hulk ,Regular David Finch Cover,Marvel Comics,1-Aug-07,Comic,23-Feb-14,Gregory Pak | John Romita Jr. | Klaus Janson
World War Hulk,4A,World War Hulk - Let The Worlds Within And The Worlds Without Tremble In Their Orbits,,Marvel Comics,19-Sep-07,Comic,23-Feb-14,Gregory Pak | John Romita Jr. | Klaus Janson
World War Hulk,5A,World War Hulk - World War Hulk,,Marvel Comics,31-Oct-07,Comic,23-Feb-14,Gregory Pak | John Romita Jr. | Klaus Janson
World War Hulk Prologue: World Breaker,1B,Casus Belli,Second Print,Marvel Comics,Jul-07,Comic,23-Feb-14,Peter David | Al Rio | Sean Phillips
World War Hulk: Aftersmash,1,World War Hulk: Aftersmash! ,,Marvel Comics,Jan-08,Comic,23-Feb-14,Gregory Pak | Rafael Sandoval | Vicente Cifuentes
World Without End,3,Rumour,,DC Comics,1991,Squarebound,23-Feb-14,Jamie Delano | John Higgins
World Without End,4,Seed Of Death,,DC Comics,1991,Squarebound,23-Feb-14,Jamie Delano | John Higgins
World Without End,5,Crucible Of Desire,,DC Comics,1991,Squarebound,23-Feb-14,Jamie Delano | John Higgins
World Without End,6,Hermaphrodiety,,DC Comics,1991,Squarebound,23-Feb-14,Jamie Delano | John Higgins
World's Finest,0A,Beginnings,Kevin Maguire Regular Cover,DC Comics,5-Sep-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | Wes Craig
World's Finest,1A,Rebirth,George Perez Regular Cover,DC Comics,2-May-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | George Pérez
World's Finest,2A,"Rebirth, Ii",George Pérez Regular Cover,DC Comics,6-Jun-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | George Pérez
World's Finest,3A,"Rebirth, Iii",George Perez Regular Cover,DC Comics,4-Jul-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | George Pérez
World's Finest,4A,"Rebirth, Conclusion",,DC Comics,1-Aug-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | George Pérez
World's Finest,5A,"Three Midnights, Far From Home",,DC Comics,3-Oct-12,Comic,23-Feb-14,Paul Levitz | Jerry Ordway | George Pérez
World's Finest,6A,Family Matters,Kevin Maguire Regular Cover,DC Comics,7-Nov-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | George Pérez
World's Finest,7A,"Family Matters, Part Two",,DC Comics,5-Dec-12,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | George Pérez
World's Finest,8A,Hunt And Be Hunted,Kevin Maguire Regular Cover,DC Comics,9-Jan-13,Comic,23-Feb-14,Paul Levitz | George Pérez | Cafu
World's Finest,9,Raid,,DC Comics,6-Feb-13,Comic,23-Feb-14,Paul Levitz | George Pérez | Yildiray Cinar
World's Finest,10,"Some Things You Can Change, Some You Can't...",,DC Comics,6-Mar-13,Comic,23-Feb-14,Paul Levitz | Kevin Maguire
World's Finest,11,Putting It Together,,DC Comics,3-Apr-13,Comic,23-Feb-14,Paul Levitz | Barry Kitson | Ken Lashley
World's Finest,12,The Price Of Fame,,DC Comics,1-May-13,Comic,23-Feb-14,Paul Levitz | Kevin Maguire | Robson Rocha
World's Finest,13,Hide And Seek,,DC Comics,12-Jun-13,Comic,23-Feb-14,Paul Levitz | Robson Rocha | Wayne Faucher
"World's Finest, Vol. 1",1,Worlds Apart,,DC Comics,1990,Squarebound,23-Feb-14,Dave Gibbons | Steve Rude | Karl Kesel
Worlds Finest: Futures End,1A,"Futures End, Breaking",3D Cover,DC Comics,10-Sep-14,Comic,18-Oct-14,Paul Levitz | Yildiray Cinar
Worlds' Finest,14,Losses,,DC Comics,10-Jul-13,Comic,12-Jun-14,Paul Levitz | Robson Rocha | Wayne Faucher
